Nombre,Edad,Ciudad,Puntuacion,Comentarios,Rendimiento,Juventud
Trabajador_03,54,Bogotá,85.0,Buen trabajo,92.3913043478261,54.0
Trabajador_03,22,Cali,78.0,A mejorar,84.78260869565217,22.0
Trabajador_03,55,Medellín,90.0,No especificado,97.82608695652173,55.00000000000001
Trabajador_02,58,Desconocido,85.0,No especificado,92.3913043478261,57.99999999999999
Trabajador_05,31,Cali,85.0,Buen trabajo,92.3913043478261,31.0
Trabajador_02,56,Bogotá,92.0,A mejorar,100.0,56.00000000000001
Trabajador_05,42,Bogotá,92.0,No especificado,100.0,42.0
Trabajador_03,37,Desconocido,85.0,Excelente,92.3913043478261,37.0
Trabajador_03,19,Barranquilla,78.0,Excelente,84.78260869565217,19.0
Trabajador_02,56,Cali,86.0,A mejorar,93.47826086956522,56.00000000000001
Trabajador_02,23,Cali,86.0,Buen trabajo,93.47826086956522,23.0
Trabajador_05,38,Cali,85.0,No especificado,92.3913043478261,38.0
Trabajador_01,42,Bogotá,85.0,Buen trabajo,92.3913043478261,42.0
Trabajador_05,45,Barranquilla,85.0,Excelente,92.3913043478261,45.0
Trabajador_02,19,Desconocido,78.0,No especificado,84.78260869565217,19.0
Trabajador_02,52,Medellín,92.0,Buen trabajo,100.0,52.0
Trabajador_04,54,Medellín,85.0,Sin comentarios,92.3913043478261,54.0
Trabajador_02,22,Cali,85.0,A mejorar,92.3913043478261,22.0
Trabajador_04,18,Barranquilla,90.0,A mejorar,97.82608695652173,18.0
Trabajador_01,57,Bogotá,78.0,Sin comentarios,84.78260869565217,56.99999999999999
Trabajador_05,29,Barranquilla,85.0,Excelente,92.3913043478261,28.999999999999996
Trabajador_05,53,Barranquilla,90.0,No especificado,97.82608695652173,53.0
Trabajador_04,40,Bogotá,86.0,A mejorar,93.47826086956522,40.0
Trabajador_05,48,Cali,85.0,Sin comentarios,92.3913043478261,48.0
Trabajador_02,28,Barranquilla,85.0,Sin comentarios,92.3913043478261,28.000000000000004
Trabajador_03,27,Medellín,90.0,Excelente,97.82608695652173,27.0
Trabajador_04,20,Bogotá,78.0,Excelente,84.78260869565217,20.0
Trabajador_05,31,Desconocido,85.0,Buen trabajo,92.3913043478261,31.0
Trabajador_04,33,Cali,86.0,A mejorar,93.47826086956522,33.0
Trabajador_04,27,Bogotá,85.0,Buen trabajo,92.3913043478261,27.0
Trabajador_03,46,Desconocido,86.0,Sin comentarios,93.47826086956522,46.0
Trabajador_02,27,Desconocido,92.0,No especificado,100.0,27.0
Trabajador_04,29,Barranquilla,92.0,No especificado,100.0,28.999999999999996
Trabajador_05,47,Barranquilla,86.0,Excelente,93.47826086956522,47.0
Trabajador_01,58,Barranquilla,78.0,No especificado,84.78260869565217,57.99999999999999
Trabajador_04,18,Bogotá,85.0,No especificado,92.3913043478261,18.0
Trabajador_04,22,Bogotá,85.0,No especificado,92.3913043478261,22.0
Trabajador_03,37,Cali,92.0,Sin comentarios,100.0,37.0
Trabajador_02,25,Barranquilla,86.0,No especificado,93.47826086956522,25.0
Trabajador_01,29,Desconocido,85.0,No especificado,92.3913043478261,28.999999999999996
Trabajador_05,18,Medellín,85.0,No especificado,92.3913043478261,18.0
Trabajador_01,37,Cali,78.0,Buen trabajo,84.78260869565217,37.0
Trabajador_05,45,Bogotá,90.0,Sin comentarios,97.82608695652173,45.0
Trabajador_02,54,Cali,92.0,Excelente,100.0,54.0
Trabajador_05,54,Cali,92.0,Buen trabajo,100.0,54.0
Trabajador_03,29,Cali,90.0,A mejorar,97.82608695652173,28.999999999999996
Trabajador_03,54,Cali,85.0,Sin comentarios,92.3913043478261,54.0
Trabajador_03,45,Medellín,78.0,Sin comentarios,84.78260869565217,45.0
Trabajador_03,32,Barranquilla,78.0,A mejorar,84.78260869565217,32.0
Trabajador_01,23,Desconocido,92.0,A mejorar,100.0,23.0
Trabajador_02,37,Cali,86.0,A mejorar,93.47826086956522,37.0
Trabajador_05,31,Cali,90.0,Excelente,97.82608695652173,31.0
Trabajador_05,19,Cali,85.0,No especificado,92.3913043478261,19.0
Trabajador_03,26,Barranquilla,90.0,Sin comentarios,97.82608695652173,26.0
Trabajador_03,54,Bogotá,86.0,No especificado,93.47826086956522,54.0
Trabajador_02,43,Medellín,78.0,A mejorar,84.78260869565217,43.0
Trabajador_01,46,Bogotá,86.0,Excelente,93.47826086956522,46.0
Trabajador_05,18,Cali,78.0,Buen trabajo,84.78260869565217,18.0
Trabajador_04,52,Cali,85.0,Excelente,92.3913043478261,52.0
Trabajador_04,23,Cali,85.0,No especificado,92.3913043478261,23.0
Trabajador_05,54,Medellín,85.0,Excelente,92.3913043478261,54.0
Trabajador_01,22,Cali,78.0,A mejorar,84.78260869565217,22.0
Trabajador_04,50,Bogotá,86.0,Buen trabajo,93.47826086956522,50.0
Trabajador_04,31,Barranquilla,85.0,A mejorar,92.3913043478261,31.0
Trabajador_02,29,Barranquilla,86.0,Buen trabajo,93.47826086956522,28.999999999999996
Trabajador_01,59,Desconocido,78.0,No especificado,84.78260869565217,59.0
Trabajador_04,37,Bogotá,86.0,Buen trabajo,93.47826086956522,37.0
Trabajador_01,41,Cali,78.0,Buen trabajo,84.78260869565217,41.0
Trabajador_05,51,Barranquilla,78.0,Buen trabajo,84.78260869565217,51.0
Trabajador_03,42,Bogotá,92.0,Excelente,100.0,42.0
Trabajador_02,56,Cali,78.0,No especificado,84.78260869565217,56.00000000000001
Trabajador_05,48,Barranquilla,90.0,Buen trabajo,97.82608695652173,48.0
Trabajador_01,40,Desconocido,85.0,Sin comentarios,92.3913043478261,40.0
Trabajador_05,55,Desconocido,92.0,No especificado,100.0,55.00000000000001
Trabajador_04,37,Barranquilla,92.0,Buen trabajo,100.0,37.0
Trabajador_01,40,Bogotá,92.0,Buen trabajo,100.0,40.0
Trabajador_03,33,Bogotá,90.0,Excelente,97.82608695652173,33.0
Trabajador_05,59,Bogotá,78.0,No especificado,84.78260869565217,59.0
Trabajador_04,25,Barranquilla,85.0,Buen trabajo,92.3913043478261,25.0
Trabajador_02,38,Bogotá,86.0,Buen trabajo,93.47826086956522,38.0
Trabajador_01,18,Cali,78.0,No especificado,84.78260869565217,18.0
Trabajador_05,25,Desconocido,90.0,Sin comentarios,97.82608695652173,25.0
Trabajador_05,46,Cali,78.0,No especificado,84.78260869565217,46.0
Trabajador_03,49,Bogotá,78.0,No especificado,84.78260869565217,49.0
Trabajador_03,55,Cali,90.0,Sin comentarios,97.82608695652173,55.00000000000001
Trabajador_02,22,Bogotá,92.0,No especificado,100.0,22.0
Trabajador_02,39,Barranquilla,92.0,Buen trabajo,100.0,39.0
Trabajador_04,51,Cali,85.0,No especificado,92.3913043478261,51.0
Trabajador_04,18,Barranquilla,85.0,Sin comentarios,92.3913043478261,18.0
Trabajador_02,43,Barranquilla,92.0,A mejorar,100.0,43.0
Trabajador_02,27,Medellín,86.0,No especificado,93.47826086956522,27.0
Trabajador_01,47,Bogotá,78.0,Excelente,84.78260869565217,47.0
Trabajador_03,35,Desconocido,86.0,Buen trabajo,93.47826086956522,35.0
Trabajador_04,34,Bogotá,78.0,Buen trabajo,84.78260869565217,34.0
Trabajador_03,43,Desconocido,92.0,Excelente,100.0,43.0
Trabajador_03,25,Bogotá,85.0,Excelente,92.3913043478261,25.0
Trabajador_02,57,Barranquilla,85.0,No especificado,92.3913043478261,56.99999999999999
Trabajador_01,29,Cali,86.0,Excelente,93.47826086956522,28.999999999999996
Trabajador_05,44,Cali,85.0,A mejorar,92.3913043478261,44.0
Trabajador_01,25,Medellín,92.0,Sin comentarios,100.0,25.0
Trabajador_01,42,Desconocido,86.0,Excelente,93.47826086956522,42.0
Trabajador_03,21,Desconocido,78.0,Excelente,84.78260869565217,21.0
Trabajador_01,50,Desconocido,85.0,A mejorar,92.3913043478261,50.0
Trabajador_04,18,Barranquilla,90.0,Buen trabajo,97.82608695652173,18.0
Trabajador_03,36,Desconocido,85.0,Buen trabajo,92.3913043478261,36.0
Trabajador_04,48,Cali,78.0,No especificado,84.78260869565217,48.0
Trabajador_05,33,Barranquilla,86.0,A mejorar,93.47826086956522,33.0
Trabajador_05,22,Desconocido,90.0,Sin comentarios,97.82608695652173,22.0
Trabajador_03,58,Desconocido,92.0,A mejorar,100.0,57.99999999999999
Trabajador_02,43,Bogotá,85.0,Sin comentarios,92.3913043478261,43.0
Trabajador_01,45,Desconocido,86.0,Buen trabajo,93.47826086956522,45.0
Trabajador_02,19,Bogotá,92.0,Sin comentarios,100.0,19.0
Trabajador_05,23,Barranquilla,78.0,Sin comentarios,84.78260869565217,23.0
Trabajador_01,26,Cali,86.0,A mejorar,93.47826086956522,26.0
Trabajador_03,50,Bogotá,92.0,A mejorar,100.0,50.0
Trabajador_01,58,Medellín,86.0,Sin comentarios,93.47826086956522,57.99999999999999
Trabajador_04,42,Bogotá,90.0,Excelente,97.82608695652173,42.0
Trabajador_01,30,Desconocido,90.0,A mejorar,97.82608695652173,30.0
Trabajador_04,26,Barranquilla,85.0,No especificado,92.3913043478261,26.0
Trabajador_01,30,Barranquilla,85.0,No especificado,92.3913043478261,30.0
Trabajador_04,48,Bogotá,90.0,Buen trabajo,97.82608695652173,48.0
Trabajador_05,58,Cali,86.0,Sin comentarios,93.47826086956522,57.99999999999999
Trabajador_02,28,Medellín,90.0,Excelente,97.82608695652173,28.000000000000004
Trabajador_03,21,Barranquilla,85.0,Buen trabajo,92.3913043478261,21.0
Trabajador_01,51,Desconocido,90.0,Sin comentarios,97.82608695652173,51.0
Trabajador_02,55,Desconocido,90.0,A mejorar,97.82608695652173,55.00000000000001
Trabajador_03,21,Cali,86.0,No especificado,93.47826086956522,21.0
Trabajador_03,55,Barranquilla,92.0,Excelente,100.0,55.00000000000001
Trabajador_04,36,Bogotá,85.0,No especificado,92.3913043478261,36.0
Trabajador_05,23,Desconocido,86.0,A mejorar,93.47826086956522,23.0
Trabajador_05,51,Cali,90.0,Sin comentarios,97.82608695652173,51.0
Trabajador_02,35,Barranquilla,90.0,A mejorar,97.82608695652173,35.0
Trabajador_05,38,Barranquilla,92.0,A mejorar,100.0,38.0
Trabajador_01,58,Barranquilla,85.0,No especificado,92.3913043478261,57.99999999999999
Trabajador_05,40,Barranquilla,85.0,Excelente,92.3913043478261,40.0
Trabajador_02,36,Barranquilla,78.0,A mejorar,84.78260869565217,36.0
Trabajador_05,28,Desconocido,85.0,No especificado,92.3913043478261,28.000000000000004
Trabajador_01,18,Cali,92.0,Excelente,100.0,18.0
Trabajador_04,41,Barranquilla,78.0,Sin comentarios,84.78260869565217,41.0
Trabajador_02,24,Medellín,78.0,Sin comentarios,84.78260869565217,24.0
Trabajador_04,42,Medellín,90.0,Buen trabajo,97.82608695652173,42.0
Trabajador_04,38,Cali,90.0,No especificado,97.82608695652173,38.0
Trabajador_04,32,Bogotá,85.0,Excelente,92.3913043478261,32.0
Trabajador_03,18,Bogotá,78.0,A mejorar,84.78260869565217,18.0
Trabajador_03,29,Bogotá,90.0,Sin comentarios,97.82608695652173,28.999999999999996
Trabajador_04,24,Medellín,92.0,Excelente,100.0,24.0
Trabajador_02,32,Bogotá,90.0,No especificado,97.82608695652173,32.0
Trabajador_01,38,Desconocido,90.0,Buen trabajo,97.82608695652173,38.0
Trabajador_05,46,Medellín,78.0,Excelente,84.78260869565217,46.0
Trabajador_02,42,Cali,86.0,Excelente,93.47826086956522,42.0
Trabajador_03,50,Cali,92.0,Excelente,100.0,50.0
Trabajador_04,49,Barranquilla,78.0,No especificado,84.78260869565217,49.0
Trabajador_05,52,Medellín,85.0,No especificado,92.3913043478261,52.0
Trabajador_01,55,Bogotá,92.0,No especificado,100.0,55.00000000000001
Trabajador_03,43,Bogotá,92.0,A mejorar,100.0,43.0
Trabajador_03,28,Desconocido,78.0,Excelente,84.78260869565217,28.000000000000004
Trabajador_04,52,Desconocido,92.0,Sin comentarios,100.0,52.0
Trabajador_01,25,Bogotá,78.0,No especificado,84.78260869565217,25.0
Trabajador_02,31,Cali,90.0,No especificado,97.82608695652173,31.0
Trabajador_03,27,Cali,86.0,Excelente,93.47826086956522,27.0
Trabajador_04,19,Desconocido,90.0,No especificado,97.82608695652173,19.0
Trabajador_02,26,Barranquilla,78.0,A mejorar,84.78260869565217,26.0
Trabajador_01,20,Bogotá,78.0,A mejorar,84.78260869565217,20.0
Trabajador_03,38,Desconocido,90.0,No especificado,97.82608695652173,38.0
Trabajador_02,43,Desconocido,85.0,Excelente,92.3913043478261,43.0
Trabajador_02,25,Bogotá,85.0,Excelente,92.3913043478261,25.0
Trabajador_02,19,Bogotá,85.0,Excelente,92.3913043478261,19.0
Trabajador_03,23,Cali,78.0,Buen trabajo,84.78260869565217,23.0
Trabajador_03,45,Barranquilla,92.0,No especificado,100.0,45.0
Trabajador_05,46,Barranquilla,78.0,No especificado,84.78260869565217,46.0
Trabajador_01,43,Bogotá,92.0,No especificado,100.0,43.0
Trabajador_04,42,Medellín,90.0,Sin comentarios,97.82608695652173,42.0
Trabajador_02,29,Desconocido,86.0,Sin comentarios,93.47826086956522,28.999999999999996
Trabajador_05,22,Desconocido,92.0,Excelente,100.0,22.0
Trabajador_04,51,Bogotá,85.0,Sin comentarios,92.3913043478261,51.0
Trabajador_05,54,Medellín,78.0,Sin comentarios,84.78260869565217,54.0
Trabajador_03,32,Cali,90.0,Buen trabajo,97.82608695652173,32.0
Trabajador_02,53,Bogotá,85.0,A mejorar,92.3913043478261,53.0
Trabajador_04,32,Bogotá,90.0,A mejorar,97.82608695652173,32.0
Trabajador_04,40,Desconocido,86.0,Buen trabajo,93.47826086956522,40.0
Trabajador_04,23,Bogotá,78.0,Buen trabajo,84.78260869565217,23.0
Trabajador_04,38,Bogotá,78.0,Sin comentarios,84.78260869565217,38.0
Trabajador_04,40,Bogotá,86.0,No especificado,93.47826086956522,40.0
Trabajador_05,33,Desconocido,78.0,Sin comentarios,84.78260869565217,33.0
Trabajador_02,32,Cali,92.0,Buen trabajo,100.0,32.0
Trabajador_03,42,Cali,90.0,A mejorar,97.82608695652173,42.0
Trabajador_03,28,Desconocido,86.0,No especificado,93.47826086956522,28.000000000000004
Trabajador_03,32,Cali,92.0,Sin comentarios,100.0,32.0
Trabajador_05,21,Cali,85.0,Excelente,92.3913043478261,21.0
Trabajador_01,38,Cali,85.0,Sin comentarios,92.3913043478261,38.0
Trabajador_02,30,Desconocido,86.0,Buen trabajo,93.47826086956522,30.0
Trabajador_04,39,Desconocido,92.0,A mejorar,100.0,39.0
Trabajador_01,36,Bogotá,85.0,A mejorar,92.3913043478261,36.0
Trabajador_03,51,Barranquilla,85.0,Buen trabajo,92.3913043478261,51.0
Trabajador_01,31,Cali,92.0,Excelente,100.0,31.0
Trabajador_02,21,Barranquilla,78.0,Buen trabajo,84.78260869565217,21.0
Trabajador_04,44,Desconocido,85.0,Sin comentarios,92.3913043478261,44.0
Trabajador_04,46,Desconocido,90.0,Buen trabajo,97.82608695652173,46.0
Trabajador_02,45,Desconocido,92.0,Buen trabajo,100.0,45.0
Trabajador_02,52,Barranquilla,85.0,Excelente,92.3913043478261,52.0
Trabajador_03,25,Desconocido,86.0,Sin comentarios,93.47826086956522,25.0
Trabajador_04,33,Bogotá,90.0,No especificado,97.82608695652173,33.0
Trabajador_01,59,Desconocido,85.0,No especificado,92.3913043478261,59.0
Trabajador_05,53,Medellín,90.0,A mejorar,97.82608695652173,53.0
Trabajador_05,47,Barranquilla,90.0,Buen trabajo,97.82608695652173,47.0
Trabajador_02,35,Medellín,78.0,A mejorar,84.78260869565217,35.0
Trabajador_03,19,Desconocido,90.0,Excelente,97.82608695652173,19.0
Trabajador_05,30,Bogotá,78.0,No especificado,84.78260869565217,30.0
Trabajador_04,21,Cali,92.0,Buen trabajo,100.0,21.0
Trabajador_02,43,Desconocido,78.0,Excelente,84.78260869565217,43.0
Trabajador_01,42,Bogotá,86.0,Excelente,93.47826086956522,42.0
Trabajador_01,28,Medellín,92.0,Excelente,100.0,28.000000000000004
Trabajador_02,24,Medellín,92.0,Buen trabajo,100.0,24.0
Trabajador_02,48,Medellín,86.0,Buen trabajo,93.47826086956522,48.0
Trabajador_02,38,Barranquilla,78.0,Sin comentarios,84.78260869565217,38.0
Trabajador_01,56,Bogotá,85.0,A mejorar,92.3913043478261,56.00000000000001
Trabajador_01,30,Barranquilla,78.0,Excelente,84.78260869565217,30.0
Trabajador_02,48,Medellín,90.0,Excelente,97.82608695652173,48.0
Trabajador_05,24,Desconocido,78.0,Sin comentarios,84.78260869565217,24.0
Trabajador_03,59,Cali,92.0,Sin comentarios,100.0,59.0
Trabajador_03,59,Barranquilla,85.0,Sin comentarios,92.3913043478261,59.0
Trabajador_03,53,Barranquilla,78.0,No especificado,84.78260869565217,53.0
Trabajador_01,37,Bogotá,85.0,No especificado,92.3913043478261,37.0
Trabajador_01,21,Bogotá,85.0,No especificado,92.3913043478261,21.0
Trabajador_05,24,Barranquilla,90.0,No especificado,97.82608695652173,24.0
Trabajador_03,18,Medellín,90.0,Excelente,97.82608695652173,18.0
Trabajador_03,59,Cali,92.0,A mejorar,100.0,59.0
Trabajador_02,30,Bogotá,86.0,Buen trabajo,93.47826086956522,30.0
Trabajador_03,38,Desconocido,86.0,Excelente,93.47826086956522,38.0
Trabajador_05,39,Bogotá,92.0,Sin comentarios,100.0,39.0
Trabajador_05,45,Medellín,85.0,Sin comentarios,92.3913043478261,45.0
Trabajador_03,26,Medellín,85.0,Buen trabajo,92.3913043478261,26.0
Trabajador_01,43,Cali,86.0,Sin comentarios,93.47826086956522,43.0
Trabajador_05,26,Cali,78.0,Excelente,84.78260869565217,26.0
Trabajador_02,32,Desconocido,90.0,Sin comentarios,97.82608695652173,32.0
Trabajador_05,27,Medellín,78.0,No especificado,84.78260869565217,27.0
Trabajador_04,41,Medellín,86.0,Sin comentarios,93.47826086956522,41.0
Trabajador_04,59,Cali,90.0,Excelente,97.82608695652173,59.0
Trabajador_01,25,Bogotá,78.0,Buen trabajo,84.78260869565217,25.0
Trabajador_03,41,Bogotá,90.0,A mejorar,97.82608695652173,41.0
